42.46372,1.49129
42.54277,1.73361
42.55623,1.53319
42.50729,1.53414
42.54499,1.51483
24.81089,56.10657
23.65416,53.70522
25.33132,56.34199
25.07725,55.30927
36.52947,71.3441
31.9848,65.4736
34.34264,61.74675
32.84734,68.44573
33.14641,68.79213
30.95962,61.86037
17.6394,-61.82437
17.06565,-61.87466
17.06671,-61.79303
18.20118,-63.08998
18.22919,-63.04401
18.20542,-63.07847
39.95111,20.09778
39.85861,20.07917
40.89139,20.68139
41.50222,20.36056
40.98083,20.28083
42.05056,20.5525
-18.89112,32.69781
-18.96167,32.40557
-18.70587,32.16796
-16.53818,28.70876
-17.47593,24.29684
-13.23251,30.23522
43.79224,16.94224
44.46209,18.74941
45.16369,15.95444
44.35878,18.35397
43.87873,17.65861
18.48333,-69.9
19.56378,-70.87582
18.67297,-70.17095
18.38443,-71.18009
19.58333,-70.33333
30.49987,38.21603
19.95,42.4
24.49258,39.58572
26.48345,50.04849
16.59601,42.94435
-25.06597,-130.10147
34.94282,-2.7329
30.33241,-5.8384
28.0221,-9.29397
32.24634,-8.52941
31.53501,-7.49291
33.9065,-4.02696
13.2954,19.6966
11.78333,17.16667
12.10672,15.0444
13.64436,16.48954
8.57437,16.07722
12.18514,18.6884
25.45505,79.11428
23.90381,86.19792
26.16638,75.78824
9.74173,79.01774
29.71332,75.90441
26.02401,75.48182
26.91667,76.81667
29.66824,77.32391
20.28961,83.15233
22.74252,88.37326
26.6014,94.20386
8.33702,77.86776
13.15823,80.30181
10.99857,79.45227
12.66052,79.54308
12.22662,79.07461
13.14376,79.90889
9.3816,76.57489
13.17594,79.61637
9.48333,77.83333
10.91368,75.92118
9.82564,78.25795
47.52396,32.92659
51.4213,26.14469
46.68655,30.9991
48.24482,25.18112
48.21091,25.18183
48.54084,27.24763
48.40452,25.80456
47.26105,32.82324
50.38913,30.3705
48.43691,33.91213
45.80661,29.77381
45.14509,34.59691
45.95966,33.95289
49.90087,25.74384
49.23143,25.37165
46.36867,32.93836
45.39264,33.64668
47.19281,32.265
46.08029,29.12035
45.82822,29.38228
45.67896,28.57571
